Location,Status,Prosto,Na voljo,Datum
P+R Ježica,Odprto,,,2025-03-29 04:44
P+R Stanežiče,Odprto,,,2025-03-29 04:44
ŠRC Stožice,Prosto,/,509,2025-03-29 04:44
Tacen,Prosto,/,/,2025-03-29 04:44
Bratislavska,Prosto,/,/,2025-03-29 04:44
BS4,Prosto,56,100,2025-03-29 04:44
PH Rog,Prosto,27,80,2025-03-29 04:44
P+R Letališka,Odprto,,,2025-03-29 04:44
Parkirišče PH Ilirija,Odprto,,,2025-03-29 04:44
Bežigrad,Prosto,49,64,2025-03-29 04:58
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 04:58
Gosarjeva ulica,Prosto,48,190,2025-03-29 04:58
Gospodarsko razstavišče,Prosto,420,400,2025-03-29 04:58
Komanova ulica,Zasedeno,/,55,2025-03-29 04:58
PH Kongresni trg,Prosto,253,720,2025-03-29 04:58
Kozolec,Prosto,122,394,2025-03-29 04:58
Kranjčeva ulica,Prosto,105,117,2025-03-29 04:58
Linhartova,Prosto,114,50,2025-03-29 04:58
Metelkova ulica,Prosto,33,89,2025-03-29 04:58
Mirje,Prosto,91,107,2025-03-29 04:58
P+R Barje,Odprto,,,2025-03-29 04:58
P+R Dolgi Most,Odprto,,,2025-03-29 04:58
P+R Studenec,Odprto,,,2025-03-29 04:58
PH Kolezija,Prosto,64,80,2025-03-29 04:58
Pokopališče Polje,Prosto,39,39,2025-03-29 04:58
Povšetova ulica,Prosto,77,81,2025-03-29 04:58
Sanatorij Emona,Prosto,9,25,2025-03-29 04:58
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 04:58
Tivoli I.,Prosto,324,351,2025-03-29 04:58
Tivoli II.,Prosto,160,159,2025-03-29 04:58
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 04:58
Trg prekomorskih brigad,Prosto,37,61,2025-03-29 04:58
Štembalova ulica,Zasedeno,/,155,2025-03-29 04:58
Žale I.,Prosto,79,125,2025-03-29 04:58
Žale II.,Prosto,53,80,2025-03-29 04:58
Žale III.,Prosto,49,83,2025-03-29 04:58
Žale IV.,Prosto,78,78,2025-03-29 04:58
Žale V.,Prosto,279,100,2025-03-29 04:58
P+R Ježica,Odprto,,,2025-03-29 04:58
P+R Stanežiče,Odprto,,,2025-03-29 04:58
ŠRC Stožice,Prosto,/,509,2025-03-29 04:58
Tacen,Prosto,/,/,2025-03-29 04:58
Bratislavska,Prosto,/,/,2025-03-29 04:58
BS4,Prosto,56,100,2025-03-29 04:58
PH Rog,Prosto,27,80,2025-03-29 04:58
P+R Letališka,Odprto,,,2025-03-29 04:58
Parkirišče PH Ilirija,Odprto,,,2025-03-29 04:58
Bežigrad,Prosto,49,64,2025-03-29 05:14
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 05:14
Gosarjeva ulica,Prosto,48,190,2025-03-29 05:14
Gospodarsko razstavišče,Prosto,422,400,2025-03-29 05:14
Komanova ulica,Zasedeno,/,55,2025-03-29 05:14
PH Kongresni trg,Prosto,255,720,2025-03-29 05:14
Kozolec,Prosto,123,394,2025-03-29 05:14
Kranjčeva ulica,Prosto,105,117,2025-03-29 05:14
Linhartova,Prosto,114,50,2025-03-29 05:14
Metelkova ulica,Prosto,33,89,2025-03-29 05:14
Mirje,Prosto,91,107,2025-03-29 05:14
P+R Barje,Odprto,,,2025-03-29 05:14
P+R Dolgi Most,Odprto,,,2025-03-29 05:14
P+R Studenec,Odprto,,,2025-03-29 05:14
PH Kolezija,Prosto,64,80,2025-03-29 05:14
Pokopališče Polje,Prosto,39,39,2025-03-29 05:14
Povšetova ulica,Prosto,77,81,2025-03-29 05:14
Sanatorij Emona,Prosto,9,25,2025-03-29 05:14
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 05:14
Tivoli I.,Prosto,324,351,2025-03-29 05:14
Tivoli II.,Prosto,159,159,2025-03-29 05:14
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 05:14
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 05:14
Štembalova ulica,Zasedeno,/,155,2025-03-29 05:14
Žale I.,Prosto,110,125,2025-03-29 05:14
Žale II.,Prosto,77,80,2025-03-29 05:14
Žale III.,Prosto,56,83,2025-03-29 05:14
Žale IV.,Prosto,78,78,2025-03-29 05:14
Žale V.,Prosto,278,100,2025-03-29 05:14
P+R Ježica,Odprto,,,2025-03-29 05:14
P+R Stanežiče,Odprto,,,2025-03-29 05:14
ŠRC Stožice,Prosto,/,509,2025-03-29 05:14
Tacen,Prosto,/,/,2025-03-29 05:14
Bratislavska,Prosto,/,/,2025-03-29 05:14
BS4,Prosto,58,100,2025-03-29 05:14
PH Rog,Prosto,27,80,2025-03-29 05:14
P+R Letališka,Odprto,,,2025-03-29 05:14
Parkirišče PH Ilirija,Odprto,,,2025-03-29 05:14
Bežigrad,Prosto,49,64,2025-03-29 05:28
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 05:28
Gosarjeva ulica,Prosto,48,190,2025-03-29 05:28
Gospodarsko razstavišče,Prosto,421,400,2025-03-29 05:28
Komanova ulica,Zasedeno,/,55,2025-03-29 05:28
PH Kongresni trg,Prosto,255,720,2025-03-29 05:28
Kozolec,Prosto,124,394,2025-03-29 05:28
Kranjčeva ulica,Prosto,105,117,2025-03-29 05:28
Linhartova,Prosto,114,50,2025-03-29 05:28
Metelkova ulica,Prosto,33,89,2025-03-29 05:28
Mirje,Prosto,91,107,2025-03-29 05:28
P+R Barje,Odprto,,,2025-03-29 05:28
P+R Dolgi Most,Odprto,,,2025-03-29 05:28
P+R Studenec,Odprto,,,2025-03-29 05:28
PH Kolezija,Prosto,64,80,2025-03-29 05:28
Pokopališče Polje,Prosto,39,39,2025-03-29 05:28
Povšetova ulica,Prosto,77,81,2025-03-29 05:28
Sanatorij Emona,Prosto,9,25,2025-03-29 05:28
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 05:28
Tivoli I.,Prosto,322,351,2025-03-29 05:28
Tivoli II.,Prosto,159,159,2025-03-29 05:28
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 05:28
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 05:28
Štembalova ulica,Zasedeno,/,155,2025-03-29 05:28
Žale I.,Prosto,110,125,2025-03-29 05:28
Žale II.,Prosto,76,80,2025-03-29 05:28
Žale III.,Prosto,56,83,2025-03-29 05:28
Žale IV.,Prosto,78,78,2025-03-29 05:28
Žale V.,Prosto,278,100,2025-03-29 05:28
P+R Ježica,Odprto,,,2025-03-29 05:28
P+R Stanežiče,Odprto,,,2025-03-29 05:28
ŠRC Stožice,Prosto,/,509,2025-03-29 05:28
Tacen,Prosto,/,/,2025-03-29 05:28
Bratislavska,Prosto,/,/,2025-03-29 05:28
BS4,Prosto,58,100,2025-03-29 05:28
PH Rog,Prosto,27,80,2025-03-29 05:28
P+R Letališka,Odprto,,,2025-03-29 05:28
Parkirišče PH Ilirija,Odprto,,,2025-03-29 05:28
Bežigrad,Prosto,49,64,2025-03-29 05:44
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 05:44
Gosarjeva ulica,Prosto,48,190,2025-03-29 05:44
Gospodarsko razstavišče,Prosto,423,400,2025-03-29 05:44
Komanova ulica,Zasedeno,/,55,2025-03-29 05:44
PH Kongresni trg,Prosto,253,720,2025-03-29 05:44
Kozolec,Prosto,124,394,2025-03-29 05:44
Kranjčeva ulica,Prosto,114,117,2025-03-29 05:44
Linhartova,Prosto,114,50,2025-03-29 05:44
Metelkova ulica,Prosto,33,89,2025-03-29 05:44
Mirje,Prosto,87,107,2025-03-29 05:44
P+R Barje,Odprto,,,2025-03-29 05:44
P+R Dolgi Most,Odprto,,,2025-03-29 05:44
P+R Studenec,Odprto,,,2025-03-29 05:44
PH Kolezija,Prosto,64,80,2025-03-29 05:44
Pokopališče Polje,Prosto,39,39,2025-03-29 05:44
Povšetova ulica,Prosto,77,81,2025-03-29 05:44
Sanatorij Emona,Prosto,7,25,2025-03-29 05:44
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 05:44
Tivoli I.,Prosto,319,351,2025-03-29 05:44
Tivoli II.,Prosto,159,159,2025-03-29 05:44
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 05:44
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 05:44
Štembalova ulica,Zasedeno,/,155,2025-03-29 05:44
Žale I.,Prosto,108,125,2025-03-29 05:44
Žale II.,Prosto,75,80,2025-03-29 05:44
Žale III.,Prosto,56,83,2025-03-29 05:44
Žale IV.,Prosto,78,78,2025-03-29 05:44
Žale V.,Prosto,277,100,2025-03-29 05:44
P+R Ježica,Odprto,,,2025-03-29 05:44
P+R Stanežiče,Odprto,,,2025-03-29 05:44
ŠRC Stožice,Prosto,/,509,2025-03-29 05:44
Tacen,Prosto,/,/,2025-03-29 05:44
Bratislavska,Prosto,/,/,2025-03-29 05:44
BS4,Prosto,58,100,2025-03-29 05:44
PH Rog,Prosto,45,80,2025-03-29 05:44
P+R Letališka,Odprto,,,2025-03-29 05:44
Parkirišče PH Ilirija,Odprto,,,2025-03-29 05:44
Bežigrad,Prosto,49,64,2025-03-29 05:58
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 05:58
Gosarjeva ulica,Prosto,48,190,2025-03-29 05:58
Gospodarsko razstavišče,Prosto,428,400,2025-03-29 05:58
Komanova ulica,Zasedeno,/,55,2025-03-29 05:58
PH Kongresni trg,Prosto,254,720,2025-03-29 05:58
Kozolec,Prosto,124,394,2025-03-29 05:58
Kranjčeva ulica,Prosto,115,117,2025-03-29 05:58
Linhartova,Prosto,114,50,2025-03-29 05:58
Metelkova ulica,Prosto,33,89,2025-03-29 05:58
Mirje,Prosto,87,107,2025-03-29 05:58
P+R Barje,Odprto,,,2025-03-29 05:58
P+R Dolgi Most,Odprto,,,2025-03-29 05:58
P+R Studenec,Odprto,,,2025-03-29 05:58
PH Kolezija,Prosto,64,80,2025-03-29 05:58
Pokopališče Polje,Prosto,39,39,2025-03-29 05:58
Povšetova ulica,Prosto,77,81,2025-03-29 05:58
Sanatorij Emona,Prosto,5,25,2025-03-29 05:58
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 05:58
Tivoli I.,Prosto,317,351,2025-03-29 05:58
Tivoli II.,Prosto,158,159,2025-03-29 05:58
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 05:58
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 05:58
Štembalova ulica,Zasedeno,/,155,2025-03-29 05:58
Žale I.,Prosto,107,125,2025-03-29 05:58
Žale II.,Prosto,74,80,2025-03-29 05:58
Žale III.,Prosto,56,83,2025-03-29 05:58
Žale IV.,Prosto,78,78,2025-03-29 05:58
Žale V.,Prosto,273,100,2025-03-29 05:58
P+R Ježica,Odprto,,,2025-03-29 05:58
P+R Stanežiče,Odprto,,,2025-03-29 05:58
ŠRC Stožice,Prosto,/,509,2025-03-29 05:58
Tacen,Prosto,/,/,2025-03-29 05:58
Bratislavska,Prosto,/,/,2025-03-29 05:58
BS4,Prosto,58,100,2025-03-29 05:58
PH Rog,Prosto,45,80,2025-03-29 05:58
P+R Letališka,Odprto,,,2025-03-29 05:58
Parkirišče PH Ilirija,Odprto,,,2025-03-29 05:58
Bežigrad,Prosto,49,64,2025-03-29 06:14
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 06:14
Gosarjeva ulica,Prosto,48,190,2025-03-29 06:14
Gospodarsko razstavišče,Prosto,433,400,2025-03-29 06:14
Komanova ulica,Zasedeno,/,55,2025-03-29 06:14
PH Kongresni trg,Prosto,253,720,2025-03-29 06:14
Kozolec,Prosto,126,394,2025-03-29 06:14
Kranjčeva ulica,Prosto,115,117,2025-03-29 06:14
Linhartova,Prosto,114,50,2025-03-29 06:14
Metelkova ulica,Prosto,33,89,2025-03-29 06:14
Mirje,Prosto,87,107,2025-03-29 06:14
P+R Barje,Odprto,,,2025-03-29 06:14
P+R Dolgi Most,Odprto,,,2025-03-29 06:14
P+R Studenec,Odprto,,,2025-03-29 06:14
PH Kolezija,Prosto,64,80,2025-03-29 06:14
Pokopališče Polje,Prosto,39,39,2025-03-29 06:14
Povšetova ulica,Prosto,77,81,2025-03-29 06:14
Sanatorij Emona,Prosto,5,25,2025-03-29 06:14
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 06:14
Tivoli I.,Prosto,317,351,2025-03-29 06:14
Tivoli II.,Prosto,159,159,2025-03-29 06:14
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 06:14
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 06:14
Štembalova ulica,Zasedeno,/,155,2025-03-29 06:14
Žale I.,Prosto,108,125,2025-03-29 06:14
Žale II.,Prosto,75,80,2025-03-29 06:14
Žale III.,Prosto,55,83,2025-03-29 06:14
Žale IV.,Prosto,78,78,2025-03-29 06:14
Žale V.,Prosto,274,100,2025-03-29 06:14
P+R Ježica,Odprto,,,2025-03-29 06:14
P+R Stanežiče,Odprto,,,2025-03-29 06:14
ŠRC Stožice,Prosto,/,509,2025-03-29 06:14
Tacen,Prosto,/,/,2025-03-29 06:14
Bratislavska,Prosto,/,/,2025-03-29 06:14
BS4,Prosto,60,100,2025-03-29 06:14
PH Rog,Prosto,45,80,2025-03-29 06:14
P+R Letališka,Odprto,,,2025-03-29 06:14
Parkirišče PH Ilirija,Odprto,,,2025-03-29 06:14
Bežigrad,Prosto,57,64,2025-03-29 06:28
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 06:28
Gosarjeva ulica,Prosto,49,190,2025-03-29 06:28
Gospodarsko razstavišče,Prosto,434,400,2025-03-29 06:28
Komanova ulica,Zasedeno,/,55,2025-03-29 06:28
PH Kongresni trg,Prosto,253,720,2025-03-29 06:28
Kozolec,Prosto,126,394,2025-03-29 06:28
Kranjčeva ulica,Prosto,115,117,2025-03-29 06:28
Linhartova,Prosto,111,50,2025-03-29 06:28
Metelkova ulica,Prosto,33,89,2025-03-29 06:28
Mirje,Prosto,87,107,2025-03-29 06:28
P+R Barje,Odprto,,,2025-03-29 06:28
P+R Dolgi Most,Odprto,,,2025-03-29 06:28
P+R Studenec,Odprto,,,2025-03-29 06:28
PH Kolezija,Prosto,64,80,2025-03-29 06:28
Pokopališče Polje,Prosto,39,39,2025-03-29 06:28
Povšetova ulica,Prosto,77,81,2025-03-29 06:28
Sanatorij Emona,Prosto,5,25,2025-03-29 06:28
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 06:28
Tivoli I.,Prosto,316,351,2025-03-29 06:28
Tivoli II.,Prosto,153,159,2025-03-29 06:28
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 06:28
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 06:28
Štembalova ulica,Zasedeno,/,155,2025-03-29 06:28
Žale I.,Prosto,107,125,2025-03-29 06:28
Žale II.,Prosto,76,80,2025-03-29 06:28
Žale III.,Prosto,55,83,2025-03-29 06:28
Žale IV.,Prosto,77,78,2025-03-29 06:28
Žale V.,Prosto,274,100,2025-03-29 06:28
P+R Ježica,Odprto,,,2025-03-29 06:28
P+R Stanežiče,Odprto,,,2025-03-29 06:28
ŠRC Stožice,Prosto,/,509,2025-03-29 06:28
Tacen,Prosto,/,/,2025-03-29 06:28
Bratislavska,Prosto,/,/,2025-03-29 06:28
BS4,Prosto,60,100,2025-03-29 06:28
PH Rog,Prosto,45,80,2025-03-29 06:28
P+R Letališka,Odprto,,,2025-03-29 06:28
Parkirišče PH Ilirija,Odprto,,,2025-03-29 06:28
Bežigrad,Prosto,56,64,2025-03-29 06:44
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 06:44
Gosarjeva ulica,Prosto,49,190,2025-03-29 06:44
Gospodarsko razstavišče,Prosto,433,400,2025-03-29 06:44
Komanova ulica,Zasedeno,/,55,2025-03-29 06:44
PH Kongresni trg,Prosto,252,720,2025-03-29 06:44
Kozolec,Prosto,126,394,2025-03-29 06:44
Kranjčeva ulica,Prosto,115,117,2025-03-29 06:44
Linhartova,Prosto,112,50,2025-03-29 06:44
Metelkova ulica,Prosto,34,89,2025-03-29 06:44
Mirje,Prosto,87,107,2025-03-29 06:44
P+R Barje,Odprto,,,2025-03-29 06:44
P+R Dolgi Most,Odprto,,,2025-03-29 06:44
P+R Studenec,Odprto,,,2025-03-29 06:44
PH Kolezija,Prosto,64,80,2025-03-29 06:44
Pokopališče Polje,Prosto,39,39,2025-03-29 06:44
Povšetova ulica,Prosto,78,81,2025-03-29 06:44
Sanatorij Emona,Prosto,5,25,2025-03-29 06:44
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 06:44
Tivoli I.,Prosto,308,351,2025-03-29 06:44
Tivoli II.,Prosto,154,159,2025-03-29 06:44
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 06:44
Trg prekomorskih brigad,Prosto,40,61,2025-03-29 06:44
Štembalova ulica,Zasedeno,/,155,2025-03-29 06:44
Žale I.,Prosto,106,125,2025-03-29 06:44
Žale II.,Prosto,76,80,2025-03-29 06:44
Žale III.,Prosto,55,83,2025-03-29 06:44
Žale IV.,Prosto,77,78,2025-03-29 06:44
Žale V.,Prosto,271,100,2025-03-29 06:44
P+R Ježica,Odprto,,,2025-03-29 06:44
P+R Stanežiče,Odprto,,,2025-03-29 06:44
ŠRC Stožice,Prosto,/,509,2025-03-29 06:44
Tacen,Prosto,/,/,2025-03-29 06:44
Bratislavska,Prosto,/,/,2025-03-29 06:44
BS4,Prosto,60,100,2025-03-29 06:44
PH Rog,Prosto,45,80,2025-03-29 06:44
P+R Letališka,Odprto,,,2025-03-29 06:44
Parkirišče PH Ilirija,Odprto,,,2025-03-29 06:44
Bežigrad,Prosto,56,64,2025-03-29 06:58
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 06:58
Gosarjeva ulica,Prosto,50,190,2025-03-29 06:58
Gospodarsko razstavišče,Prosto,434,400,2025-03-29 06:58
Komanova ulica,Zasedeno,/,55,2025-03-29 06:58
PH Kongresni trg,Prosto,250,720,2025-03-29 06:58
Kozolec,Prosto,129,394,2025-03-29 06:58
Kranjčeva ulica,Prosto,115,117,2025-03-29 06:58
Linhartova,Prosto,112,50,2025-03-29 06:58
Metelkova ulica,Prosto,34,89,2025-03-29 06:58
Mirje,Prosto,86,107,2025-03-29 06:58
P+R Barje,Odprto,,,2025-03-29 06:58
P+R Dolgi Most,Odprto,,,2025-03-29 06:58
P+R Studenec,Odprto,,,2025-03-29 06:58
PH Kolezija,Prosto,64,80,2025-03-29 06:58
Pokopališče Polje,Prosto,39,39,2025-03-29 06:58
Povšetova ulica,Prosto,77,81,2025-03-29 06:58
Sanatorij Emona,Skoraj polno,3,25,2025-03-29 06:58
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 06:58
Tivoli I.,Prosto,304,351,2025-03-29 06:58
Tivoli II.,Prosto,150,159,2025-03-29 06:58
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 06:58
Trg prekomorskih brigad,Prosto,40,61,2025-03-29 06:58
Štembalova ulica,Zasedeno,/,155,2025-03-29 06:58
Žale I.,Prosto,104,125,2025-03-29 06:58
Žale II.,Prosto,76,80,2025-03-29 06:58
Žale III.,Prosto,55,83,2025-03-29 06:58
Žale IV.,Prosto,77,78,2025-03-29 06:58
Žale V.,Prosto,267,100,2025-03-29 06:58
P+R Ježica,Odprto,,,2025-03-29 06:58
P+R Stanežiče,Odprto,,,2025-03-29 06:58
ŠRC Stožice,Prosto,/,509,2025-03-29 06:58
Tacen,Prosto,/,/,2025-03-29 06:58
Bratislavska,Prosto,/,/,2025-03-29 06:58
BS4,Prosto,60,100,2025-03-29 06:58
PH Rog,Prosto,44,80,2025-03-29 06:58
P+R Letališka,Odprto,,,2025-03-29 06:58
Parkirišče PH Ilirija,Odprto,,,2025-03-29 06:58
Bežigrad,Prosto,56,64,2025-03-29 07:14
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 07:14
Gosarjeva ulica,Prosto,50,190,2025-03-29 07:14
Gospodarsko razstavišče,Prosto,431,400,2025-03-29 07:14
Komanova ulica,Zasedeno,/,55,2025-03-29 07:14
PH Kongresni trg,Prosto,247,720,2025-03-29 07:14
Kozolec,Prosto,129,394,2025-03-29 07:14
Kranjčeva ulica,Prosto,115,117,2025-03-29 07:14
Linhartova,Prosto,112,50,2025-03-29 07:14
Metelkova ulica,Prosto,33,89,2025-03-29 07:14
Mirje,Prosto,86,107,2025-03-29 07:14
P+R Barje,Odprto,,,2025-03-29 07:14
P+R Dolgi Most,Odprto,,,2025-03-29 07:14
P+R Studenec,Odprto,,,2025-03-29 07:14
PH Kolezija,Prosto,64,80,2025-03-29 07:14
Pokopališče Polje,Prosto,39,39,2025-03-29 07:14
Povšetova ulica,Prosto,74,81,2025-03-29 07:14
Sanatorij Emona,Skoraj polno,1,25,2025-03-29 07:14
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 07:14
Tivoli I.,Prosto,303,351,2025-03-29 07:14
Tivoli II.,Prosto,150,159,2025-03-29 07:14
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 07:14
Trg prekomorskih brigad,Prosto,40,61,2025-03-29 07:14
Štembalova ulica,Zasedeno,/,155,2025-03-29 07:14
Žale I.,Prosto,104,125,2025-03-29 07:14
Žale II.,Prosto,75,80,2025-03-29 07:14
Žale III.,Prosto,55,83,2025-03-29 07:14
Žale IV.,Prosto,77,78,2025-03-29 07:14
Žale V.,Prosto,265,100,2025-03-29 07:14
P+R Ježica,Odprto,,,2025-03-29 07:14
P+R Stanežiče,Odprto,,,2025-03-29 07:14
ŠRC Stožice,Prosto,/,509,2025-03-29 07:14
Tacen,Prosto,/,/,2025-03-29 07:14
Bratislavska,Prosto,/,/,2025-03-29 07:14
BS4,Prosto,60,100,2025-03-29 07:14
PH Rog,Prosto,44,80,2025-03-29 07:14
P+R Letališka,Odprto,,,2025-03-29 07:14
Parkirišče PH Ilirija,Odprto,,,2025-03-29 07:14
Bežigrad,Prosto,54,64,2025-03-29 07:28
Dolenjska cesta (Strelišče),Prosto,78,67,2025-03-29 07:28
Gosarjeva ulica,Prosto,50,190,2025-03-29 07:28
Gospodarsko razstavišče,Prosto,429,400,2025-03-29 07:28
Komanova ulica,Zasedeno,/,55,2025-03-29 07:28
PH Kongresni trg,Prosto,245,720,2025-03-29 07:28
Kozolec,Prosto,130,394,2025-03-29 07:28
Kranjčeva ulica,Prosto,115,117,2025-03-29 07:28
Linhartova,Prosto,112,50,2025-03-29 07:28
Metelkova ulica,Prosto,33,89,2025-03-29 07:28
Mirje,Prosto,86,107,2025-03-29 07:28
P+R Barje,Odprto,,,2025-03-29 07:28
P+R Dolgi Most,Odprto,,,2025-03-29 07:28
P+R Studenec,Odprto,,,2025-03-29 07:28
PH Kolezija,Prosto,64,80,2025-03-29 07:28
Pokopališče Polje,Prosto,39,39,2025-03-29 07:28
Povšetova ulica,Prosto,73,81,2025-03-29 07:28
Sanatorij Emona,Zasedeno,0,25,2025-03-29 07:28
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 07:28
Tivoli I.,Prosto,298,351,2025-03-29 07:28
Tivoli II.,Prosto,150,159,2025-03-29 07:28
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 07:28
Trg prekomorskih brigad,Prosto,40,61,2025-03-29 07:28
Štembalova ulica,Zasedeno,/,155,2025-03-29 07:28
Žale I.,Prosto,102,125,2025-03-29 07:28
Žale II.,Prosto,75,80,2025-03-29 07:28
Žale III.,Prosto,55,83,2025-03-29 07:28
Žale IV.,Prosto,77,78,2025-03-29 07:28
Žale V.,Prosto,267,100,2025-03-29 07:28
P+R Ježica,Odprto,,,2025-03-29 07:28
P+R Stanežiče,Odprto,,,2025-03-29 07:28
ŠRC Stožice,Prosto,/,509,2025-03-29 07:28
Tacen,Prosto,/,/,2025-03-29 07:28
Bratislavska,Prosto,/,/,2025-03-29 07:28
BS4,Prosto,59,100,2025-03-29 07:28
PH Rog,Prosto,44,80,2025-03-29 07:28
P+R Letališka,Odprto,,,2025-03-29 07:28
Parkirišče PH Ilirija,Odprto,,,2025-03-29 07:28
Bežigrad,Prosto,52,64,2025-03-29 07:44
Dolenjska cesta (Strelišče),Prosto,77,67,2025-03-29 07:44
Gosarjeva ulica,Prosto,49,190,2025-03-29 07:44
Gospodarsko razstavišče,Prosto,428,400,2025-03-29 07:44
Komanova ulica,Zasedeno,/,55,2025-03-29 07:44
PH Kongresni trg,Prosto,244,720,2025-03-29 07:44
Kozolec,Prosto,130,394,2025-03-29 07:44
Kranjčeva ulica,Prosto,115,117,2025-03-29 07:44
Linhartova,Prosto,112,50,2025-03-29 07:44
Metelkova ulica,Prosto,33,89,2025-03-29 07:44
Mirje,Prosto,86,107,2025-03-29 07:44
P+R Barje,Odprto,,,2025-03-29 07:44
P+R Dolgi Most,Odprto,,,2025-03-29 07:44
P+R Studenec,Odprto,,,2025-03-29 07:44
PH Kolezija,Prosto,64,80,2025-03-29 07:44
Pokopališče Polje,Prosto,39,39,2025-03-29 07:44
Povšetova ulica,Prosto,72,81,2025-03-29 07:44
Sanatorij Emona,Zasedeno,0,25,2025-03-29 07:44
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 07:44
Tivoli I.,Prosto,270,351,2025-03-29 07:44
Tivoli II.,Prosto,149,159,2025-03-29 07:44
Trg mladinskih delovnih brigad,Prosto,16,26,2025-03-29 07:44
Trg prekomorskih brigad,Prosto,40,61,2025-03-29 07:44
Štembalova ulica,Zasedeno,/,155,2025-03-29 07:44
Žale I.,Prosto,103,125,2025-03-29 07:44
Žale II.,Prosto,75,80,2025-03-29 07:44
Žale III.,Prosto,54,83,2025-03-29 07:44
Žale IV.,Prosto,77,78,2025-03-29 07:44
Žale V.,Prosto,265,100,2025-03-29 07:44
P+R Ježica,Odprto,,,2025-03-29 07:44
P+R Stanežiče,Odprto,,,2025-03-29 07:44
ŠRC Stožice,Prosto,/,509,2025-03-29 07:44
Tacen,Prosto,/,/,2025-03-29 07:44
Bratislavska,Prosto,/,/,2025-03-29 07:44
BS4,Prosto,58,100,2025-03-29 07:44
PH Rog,Prosto,43,80,2025-03-29 07:44
P+R Letališka,Odprto,,,2025-03-29 07:44
Parkirišče PH Ilirija,Odprto,,,2025-03-29 07:44
Bežigrad,Prosto,47,64,2025-03-29 07:58
Dolenjska cesta (Strelišče),Prosto,74,67,2025-03-29 07:58
Gosarjeva ulica,Prosto,45,190,2025-03-29 07:58
Gospodarsko razstavišče,Prosto,427,400,2025-03-29 07:58
Komanova ulica,Zasedeno,/,55,2025-03-29 07:58
PH Kongresni trg,Prosto,238,720,2025-03-29 07:58
Kozolec,Prosto,129,394,2025-03-29 07:58
Kranjčeva ulica,Prosto,115,117,2025-03-29 07:58
Linhartova,Prosto,112,50,2025-03-29 07:58
Metelkova ulica,Prosto,33,89,2025-03-29 07:58
Mirje,Prosto,86,107,2025-03-29 07:58
P+R Barje,Odprto,,,2025-03-29 07:58
P+R Dolgi Most,Odprto,,,2025-03-29 07:58
P+R Studenec,Odprto,,,2025-03-29 07:58
PH Kolezija,Prosto,64,80,2025-03-29 07:58
Pokopališče Polje,Prosto,38,39,2025-03-29 07:58
Povšetova ulica,Prosto,72,81,2025-03-29 07:58
Sanatorij Emona,Zasedeno,0,25,2025-03-29 07:58
Slovenčeva ulica,Zasedeno,0,128,2025-03-29 07:58
Tivoli I.,Prosto,249,351,2025-03-29 07:58
Tivoli II.,Prosto,148,159,2025-03-29 07:58
Trg mladinskih delovnih brigad,Prosto,15,26,2025-03-29 07:58
Trg prekomorskih brigad,Prosto,39,61,2025-03-29 07:58
